vm_id;time;violation_percentage
10;300,10;0,100000
10;309,91;0,100000
10;314,02;0,100000
10;327,94;0,000000
10;600,10;0,000000
10;609,91;0,000000
10;627,94;0,000000
10;900,10;0,000000
10;909,91;0,000000
10;914,02;0,000000
10;927,94;0,000000
10;1200,10;0,000000
10;1214,02;0,000000
10;1227,94;0,000000
10;1500,10;0,000000
10;1509,91;0,000000
10;1514,02;0,000000
10;1527,94;0,000000
10;1800,10;0,000000
10;2100,10;0,000000
10;2114,02;0,000000
10;2400,10;0,100000
10;2409,91;0,100000
10;2414,02;0,100000
10;2427,94;0,000000
10;2700,10;0,000000
10;3000,10;0,000000
10;3300,10;0,000000
10;3600,10;0,000000
10;3900,10;0,000000
10;3927,94;0,000000
10;4200,10;0,000000
10;4227,94;0,000000
10;4500,10;0,000000
10;4800,10;0,000000
10;5100,10;0,000000
10;5400,10;0,000000
10;5700,10;0,000000
10;6000,10;0,000000
10;6300,10;0,000000
10;6600,10;0,000000
10;6627,94;0,000000
10;6900,10;0,010000
10;6914,02;0,000000
10;6927,94;0,000000
10;7200,10;0,100000
10;7209,91;0,100000
10;7214,02;0,100000
10;7227,94;0,000000
10;7500,10;0,000000
10;7800,10;0,000000
10;7814,02;0,000000
10;8100,10;0,000000
10;8114,02;0,000000
10;8400,10;0,000000
10;8700,10;0,000000
10;9000,10;0,000000
10;9300,10;0,000000
10;9600,10;0,000000
10;9900,10;0,000000
10;10200,10;0,000000
10;10500,10;0,000000
10;10800,10;0,000000
10;11100,10;0,000000
10;11400,10;0,000000
10;11700,10;0,000000
10;11714,02;0,000000
10;12000,10;0,000000
10;12014,02;0,000000
10;12300,10;0,000000
10;12600,10;0,100000
10;12609,91;0,100000
10;12614,02;0,100000
10;12627,94;0,000000
10;12900,10;0,000000
10;12927,94;0,000000
10;13200,10;0,000000
10;13500,10;0,010000
10;13514,02;0,000000
10;13800,10;0,000000
10;13814,02;0,000000
10;14100,10;0,064197
10;14127,94;0,000000
10;14400,10;0,000000
10;14414,02;0,000000
10;14427,94;0,000000
10;14700,10;0,000000
10;15000,10;0,000000
10;15300,10;0,000000
10;15314,02;0,000000
10;15327,94;0,000000
10;15600,10;0,000000
10;15900,10;0,000000
10;15927,94;0,000000
10;16200,10;0,000000
10;16500,10;0,000000
10;16527,94;0,000000
10;16800,10;0,000000
10;16827,94;0,000000
10;17100,10;0,000000
10;17127,94;0,000000
10;17400,10;0,000000
10;17427,94;0,000000
10;17700,10;0,000000
10;17727,94;0,000000
10;18000,10;0,000000
10;18300,10;0,124951
10;18314,02;0,100000
10;18327,94;0,000000
10;18600,10;0,100000
10;18627,94;0,000000
10;18900,10;0,000000
10;19200,10;0,000000
