time;num_of_active_hosts_new
300,10;800
600,10;54
900,10;57
1200,10;60
1500,10;59
1800,10;61
2100,10;60
2400,10;59
2700,10;56
3000,10;58
3300,10;54
3600,10;56
3900,10;52
4200,10;59
4500,10;56
4800,10;56
5100,10;54
5400,10;50
5700,10;51
6000,10;52
6300,10;54
6600,10;52
6900,10;52
7200,10;52
7500,10;54
7800,10;52
8100,10;55
8400,10;52
8700,10;52
9000,10;48
9300,10;51
9600,10;53
9900,10;47
10200,10;46
10500,10;47
10800,10;47
11100,10;43
11400,10;44
11700,10;50
12000,10;46
12300,10;46
12600,10;46
12900,10;44
13200,10;45
13500,10;45
13800,10;45
14100,10;45
14400,10;46
14700,10;50
15000,10;47
15300,10;45
15600,10;49
15900,10;43
16200,10;44
16500,10;46
16800,10;46
17100,10;48
17400,10;48
17700,10;49
18000,10;48
18300,10;49
18600,10;47
18900,10;47
19200,10;47
19500,10;48
19800,10;51
20100,10;46
20400,10;47
20700,10;46
21000,10;48
21300,10;49
21600,10;45
21900,10;48
22200,10;47
22500,10;49
22800,10;48
23100,10;48
23400,10;43
23700,10;48
24000,10;48
24300,10;49
24600,10;50
24900,10;47
25200,10;49
25500,10;48
25800,10;45
26100,10;45
26400,10;48
26700,10;46
27000,10;47
27300,10;48
27600,10;49
27900,10;46
28200,10;47
28500,10;54
28800,10;53
29100,10;52
29400,10;47
29700,10;48
30000,10;48
30300,10;48
30600,10;49
30900,10;47
31200,10;48
31500,10;47
31800,10;43
32100,10;48
32400,10;47
32700,10;52
33000,10;46
33300,10;50
33600,10;50
33900,10;50
34200,10;49
34500,10;46
34800,10;48
35100,10;46
35400,10;46
35700,10;48
36000,10;51
36300,10;45
36600,10;45
36900,10;49
37200,10;50
37500,10;51
37800,10;48
38100,10;47
38400,10;48
38700,10;48
39000,10;48
39300,10;49
39600,10;49
39900,10;45
40200,10;47
40500,10;51
40800,10;50
41100,10;49
41400,10;50
41700,10;48
42000,10;51
42300,10;49
42600,10;49
42900,10;46
43200,10;49
43500,10;48
43800,10;48
44100,10;46
44400,10;48
44700,10;47
45000,10;47
45300,10;48
45600,10;49
45900,10;50
46200,10;50
46500,10;45
46800,10;51
47100,10;51
47400,10;50
47700,10;51
48000,10;49
48300,10;49
48600,10;49
48900,10;50
49200,10;46
49500,10;47
49800,10;50
50100,10;48
50400,10;49
50700,10;47
51000,10;46
51300,10;49
51600,10;49
51900,10;47
52200,10;47
52500,10;51
52800,10;49
53100,10;49
53400,10;48
53700,10;46
54000,10;50
54300,10;49
54600,10;49
54900,10;49
55200,10;50
55500,10;47
55800,10;48
56100,10;48
56400,10;47
56700,10;49
57000,10;45
57300,10;46
57600,10;45
57900,10;45
58200,10;47
58500,10;49
58800,10;47
59100,10;46
59400,10;45
59700,10;44
60000,10;45
60300,10;44
60600,10;48
60900,10;49
61200,10;46
61500,10;46
61800,10;44
62100,10;46
62400,10;46
62700,10;46
63000,10;44
63300,10;47
63600,10;46
63900,10;44
64200,10;44
64500,10;48
64800,10;45
65100,10;45
65400,10;48
65700,10;47
66000,10;45
66300,10;47
66600,10;48
66900,10;44
67200,10;40
67500,10;43
67800,10;44
68100,10;45
68400,10;44
68700,10;43
69000,10;43
69300,10;42
69600,10;43
69900,10;43
70200,10;40
70500,10;39
70800,10;44
71100,10;42
71400,10;45
71700,10;42
72000,10;45
72300,10;40
72600,10;42
72900,10;41
73200,10;39
73500,10;43
73800,10;45
74100,10;42
74400,10;43
74700,10;41
75000,10;41
75300,10;41
75600,10;42
75900,10;45
76200,10;43
76500,10;39
76800,10;38
77100,10;44
77400,10;37
77700,10;41
78000,10;39
78300,10;39
78600,10;36
78900,10;39
79200,10;41
79500,10;38
79800,10;40
80100,10;40
80400,10;40
80700,10;39
81000,10;41
81300,10;41
81600,10;38
81900,10;39
82200,10;43
82500,10;39
82800,10;40
83100,10;41
83400,10;41
83700,10;42
84000,10;38
84300,10;38
84600,10;38
84900,10;38
85200,10;38
85500,10;41
85800,10;37
86100,10;39
