time;num_of_active_hosts_new
300,10;800
600,10;47
900,10;50
1200,10;54
1500,10;50
1800,10;51
2100,10;52
2400,10;52
2700,10;50
3000,10;51
3300,10;47
3600,10;50
3900,10;47
4200,10;50
4500,10;50
4800,10;50
5100,10;47
5400,10;45
5700,10;47
6000,10;48
6300,10;49
6600,10;49
6900,10;48
7200,10;44
7500,10;48
7800,10;48
8100,10;51
8400,10;48
8700,10;47
9000,10;46
9300,10;47
9600,10;48
9900,10;43
10200,10;43
10500,10;44
10800,10;44
11100,10;40
11400,10;42
11700,10;45
12000,10;44
12300,10;43
12600,10;44
12900,10;43
13200,10;42
13500,10;43
13800,10;42
14100,10;44
14400,10;45
14700,10;47
15000,10;44
15300,10;45
15600,10;49
15900,10;42
16200,10;41
16500,10;42
16800,10;45
17100,10;46
17400,10;47
17700,10;46
18000,10;46
18300,10;47
18600,10;45
18900,10;46
19200,10;45
19500,10;48
19800,10;50
20100,10;45
20400,10;47
20700,10;48
21000,10;48
21300,10;47
21600,10;45
21900,10;47
22200,10;43
22500,10;47
22800,10;49
23100,10;48
23400,10;45
23700,10;51
24000,10;45
24300,10;48
24600,10;49
24900,10;47
25200,10;47
25500,10;47
25800,10;47
26100,10;46
26400,10;48
26700,10;45
27000,10;47
27300,10;47
27600,10;46
27900,10;46
28200,10;48
28500,10;53
28800,10;51
29100,10;49
29400,10;45
29700,10;46
30000,10;47
30300,10;47
30600,10;49
30900,10;45
31200,10;45
31500,10;45
31800,10;42
32100,10;48
32400,10;46
32700,10;50
33000,10;48
33300,10;49
33600,10;51
33900,10;50
34200,10;48
34500,10;44
34800,10;47
35100,10;47
35400,10;46
35700,10;48
36000,10;50
36300,10;46
36600,10;45
36900,10;48
37200,10;47
37500,10;48
37800,10;47
38100,10;48
38400,10;48
38700,10;48
39000,10;48
39300,10;49
39600,10;50
39900,10;46
40200,10;49
40500,10;51
40800,10;49
41100,10;50
41400,10;51
41700,10;48
42000,10;51
42300,10;48
42600,10;49
42900,10;47
43200,10;49
43500,10;50
43800,10;49
44100,10;47
44400,10;47
44700,10;46
45000,10;46
45300,10;49
45600,10;50
45900,10;50
46200,10;50
46500,10;48
46800,10;50
47100,10;49
47400,10;49
47700,10;50
48000,10;49
48300,10;49
48600,10;49
48900,10;51
49200,10;47
49500,10;48
49800,10;51
50100,10;47
50400,10;49
50700,10;50
51000,10;46
51300,10;50
51600,10;49
51900,10;48
52200,10;49
52500,10;50
52800,10;48
53100,10;50
53400,10;48
53700,10;46
54000,10;50
54300,10;47
54600,10;48
54900,10;48
55200,10;48
55500,10;47
55800,10;48
56100,10;47
56400,10;46
56700,10;49
57000,10;45
57300,10;47
57600,10;47
57900,10;47
58200,10;49
58500,10;50
58800,10;47
59100,10;46
59400,10;45
59700,10;45
60000,10;46
60300,10;44
60600,10;47
60900,10;49
61200,10;46
61500,10;46
61800,10;46
62100,10;47
62400,10;46
62700,10;49
63000,10;46
63300,10;48
63600,10;44
63900,10;44
64200,10;44
64500,10;48
64800,10;46
65100,10;45
65400,10;50
65700,10;46
66000,10;47
66300,10;47
66600,10;48
66900,10;41
67200,10;39
67500,10;43
67800,10;45
68100,10;45
68400,10;44
68700,10;43
69000,10;44
69300,10;41
69600,10;42
69900,10;42
70200,10;41
70500,10;42
70800,10;45
71100,10;41
71400,10;44
71700,10;41
72000,10;45
72300,10;44
72600,10;44
72900,10;43
73200,10;42
73500,10;45
73800,10;46
74100,10;42
74400,10;45
74700,10;41
75000,10;41
75300,10;39
75600,10;40
75900,10;44
76200,10;40
76500,10;38
76800,10;35
77100,10;42
77400,10;36
77700,10;43
78000,10;37
78300,10;41
78600,10;37
78900,10;40
79200,10;42
79500,10;40
79800,10;42
80100,10;42
80400,10;41
80700,10;42
81000,10;44
81300,10;38
81600,10;37
81900,10;40
82200,10;43
82500,10;38
82800,10;38
83100,10;40
83400,10;41
83700,10;41
84000,10;38
84300,10;40
84600,10;35
84900,10;39
85200,10;37
85500,10;39
85800,10;36
86100,10;39
