time;num_of_active_hosts_new
300,10;800
600,10;434
900,10;294
1200,10;216
1500,10;170
1800,10;140
2100,10;120
2400,10;100
2700,10;88
3000,10;83
3300,10;69
3600,10;69
3900,10;62
4200,10;77
4500,10;69
4800,10;86
5100,10;67
5400,10;78
5700,10;72
6000,10;72
6300,10;84
6600,10;66
6900,10;73
7200,10;60
7500,10;92
7800,10;78
8100,10;83
8400,10;66
8700,10;64
9000,10;65
9300,10;81
9600,10;83
9900,10;62
10200,10;62
10500,10;79
10800,10;64
11100,10;58
11400,10;83
11700,10;76
12000,10;60
12300,10;82
12600,10;66
12900,10;65
13200,10;82
13500,10;70
13800,10;67
14100,10;85
14400,10;63
14700,10;90
15000,10;59
15300,10;73
15600,10;84
15900,10;49
16200,10;73
16500,10;80
16800,10;72
17100,10;83
17400,10;73
17700,10;66
18000,10;82
18300,10;73
18600,10;67
18900,10;76
19200,10;58
19500,10;75
19800,10;81
20100,10;57
20400,10;86
20700,10;57
21000,10;85
21300,10;67
21600,10;67
21900,10;78
22200,10;56
22500,10;81
22800,10;82
23100,10;74
23400,10;61
23700,10;83
24000,10;60
24300,10;71
24600,10;82
24900,10;63
25200,10;65
25500,10;77
25800,10;64
26100,10;69
26400,10;86
26700,10;58
27000,10;76
27300,10;69
27600,10;75
27900,10;62
28200,10;74
28500,10;93
28800,10;68
29100,10;82
29400,10;69
29700,10;64
30000,10;64
30300,10;66
30600,10;66
30900,10;60
31200,10;67
31500,10;66
31800,10;55
32100,10;93
32400,10;62
32700,10;96
33000,10;63
33300,10;74
33600,10;80
33900,10;65
34200,10;63
34500,10;52
34800,10;81
35100,10;61
35400,10;78
35700,10;66
36000,10;87
36300,10;60
36600,10;62
36900,10;82
37200,10;61
37500,10;81
37800,10;73
38100,10;73
38400,10;73
38700,10;68
39000,10;72
39300,10;68
39600,10;80
39900,10;58
40200,10;79
40500,10;80
40800,10;63
41100,10;77
41400,10;76
41700,10;63
42000,10;88
42300,10;62
42600,10;77
42900,10;63
43200,10;77
43500,10;64
43800,10;74
44100,10;68
44400,10;68
44700,10;65
45000,10;59
45300,10;78
45600,10;68
45900,10;67
46200,10;74
46500,10;61
46800,10;81
47100,10;63
47400,10;75
47700,10;73
48000,10;66
48300,10;68
48600,10;80
48900,10;82
49200,10;57
49500,10;86
49800,10;86
50100,10;67
50400,10;72
50700,10;69
51000,10;56
51300,10;77
51600,10;67
51900,10;64
52200,10;57
52500,10;75
52800,10;65
53100,10;75
53400,10;71
53700,10;69
54000,10;82
54300,10;63
54600,10;74
54900,10;68
55200,10;62
55500,10;65
55800,10;70
56100,10;64
56400,10;81
56700,10;84
57000,10;60
57300,10;79
57600,10;62
57900,10;71
58200,10;83
58500,10;65
58800,10;69
59100,10;72
59400,10;66
59700,10;69
60000,10;72
60300,10;68
60600,10;86
60900,10;65
61200,10;65
61500,10;66
61800,10;63
62100,10;81
62400,10;62
62700,10;74
63000,10;69
63300,10;83
63600,10;56
63900,10;59
64200,10;73
64500,10;79
64800,10;64
65100,10;68
65400,10;68
65700,10;65
66000,10;74
66300,10;62
66600,10;81
66900,10;57
67200,10;58
67500,10;72
67800,10;70
68100,10;59
68400,10;71
68700,10;67
69000,10;76
69300,10;59
69600,10;69
69900,10;58
70200,10;66
70500,10;61
70800,10;83
71100,10;49
71400,10;87
71700,10;49
72000,10;75
72300,10;55
72600,10;89
72900,10;60
73200,10;61
73500,10;81
73800,10;67
74100,10;64
74400,10;57
74700,10;56
75000,10;70
75300,10;60
75600,10;67
75900,10;76
76200,10;50
76500,10;65
76800,10;60
77100,10;99
77400,10;47
77700,10;83
78000,10;51
78300,10;72
78600,10;53
78900,10;76
79200,10;73
79500,10;55
79800,10;65
80100,10;64
80400,10;65
80700,10;57
81000,10;74
81300,10;55
81600,10;57
81900,10;71
82200,10;86
82500,10;54
82800,10;59
83100,10;82
83400,10;51
83700,10;88
84000,10;58
84300,10;65
84600,10;56
84900,10;66
85200,10;57
85500,10;72
85800,10;45
86100,10;67
