time;num_of_active_hosts_new
300,10;800
600,10;321
900,10;220
1200,10;167
1500,10;131
1800,10;108
2100,10;95
2400,10;84
2700,10;77
3000,10;79
3300,10;68
3600,10;65
3900,10;59
4200,10;73
4500,10;77
4800,10;79
5100,10;61
5400,10;60
5700,10;71
6000,10;73
6300,10;80
6600,10;59
6900,10;63
7200,10;76
7500,10;91
7800,10;75
8100,10;72
8400,10;71
8700,10;77
9000,10;64
9300,10;73
9600,10;78
9900,10;71
10200,10;65
10500,10;79
10800,10;60
11100,10;55
11400,10;74
11700,10;73
12000,10;67
12300,10;80
12600,10;69
12900,10;62
13200,10;56
13500,10;57
13800,10;65
14100,10;77
14400,10;68
14700,10;91
15000,10;76
15300,10;67
15600,10;89
15900,10;61
16200,10;67
16500,10;63
16800,10;66
17100,10;70
17400,10;67
17700,10;73
18000,10;69
18300,10;85
18600,10;66
18900,10;68
19200,10;55
19500,10;77
19800,10;77
20100,10;65
20400,10;70
20700,10;62
21000,10;74
21300,10;69
21600,10;61
21900,10;86
22200,10;58
22500,10;75
22800,10;75
23100,10;61
23400,10;60
23700,10;88
24000,10;59
24300,10;80
24600,10;74
24900,10;77
25200,10;72
25500,10;72
25800,10;67
26100,10;60
26400,10;75
26700,10;67
27000,10;66
27300,10;73
27600,10;74
27900,10;50
28200,10;76
28500,10;96
28800,10;69
29100,10;64
29400,10;72
29700,10;66
30000,10;69
30300,10;78
30600,10;58
30900,10;64
31200,10;79
31500,10;72
31800,10;61
32100,10;79
32400,10;66
32700,10;89
33000,10;67
33300,10;65
33600,10;66
33900,10;78
34200,10;66
34500,10;47
34800,10;84
35100,10;71
35400,10;80
35700,10;69
36000,10;80
36300,10;63
36600,10;51
36900,10;80
37200,10;68
37500,10;76
37800,10;70
38100,10;72
38400,10;66
38700,10;57
39000,10;70
39300,10;74
39600,10;87
39900,10;69
40200,10;69
40500,10;74
40800,10;75
41100,10;69
41400,10;75
41700,10;74
42000,10;75
42300,10;65
42600,10;66
42900,10;62
43200,10;76
43500,10;81
43800,10;70
44100,10;63
44400,10;73
44700,10;63
45000,10;66
45300,10;90
45600,10;82
45900,10;66
46200,10;67
46500,10;57
46800,10;79
47100,10;74
47400,10;80
47700,10;72
48000,10;63
48300,10;64
48600,10;72
48900,10;89
49200,10;72
49500,10;80
49800,10;68
50100,10;61
50400,10;69
50700,10;73
51000,10;71
51300,10;83
51600,10;71
51900,10;66
52200,10;72
52500,10;69
52800,10;63
53100,10;76
53400,10;77
53700,10;65
54000,10;67
54300,10;64
54600,10;75
54900,10;69
55200,10;63
55500,10;65
55800,10;67
56100,10;74
56400,10;71
56700,10;79
57000,10;64
57300,10;59
57600,10;57
57900,10;60
58200,10;82
58500,10;80
58800,10;72
59100,10;73
59400,10;67
59700,10;63
60000,10;75
60300,10;69
60600,10;76
60900,10;66
61200,10;59
61500,10;72
61800,10;67
62100,10;73
62400,10;71
62700,10;71
63000,10;62
63300,10;72
63600,10;61
63900,10;66
64200,10;62
64500,10;83
64800,10;66
65100,10;58
65400,10;71
65700,10;65
66000,10;80
66300,10;75
66600,10;72
66900,10;55
67200,10;49
67500,10;67
67800,10;81
68100,10;64
68400,10;63
68700,10;68
69000,10;75
69300,10;68
69600,10;64
69900,10;68
70200,10;60
70500,10;55
70800,10;81
71100,10;64
71400,10;76
71700,10;58
72000,10;62
72300,10;58
72600,10;70
72900,10;56
73200,10;50
73500,10;70
73800,10;70
74100,10;69
74400,10;57
74700,10;58
75000,10;65
75300,10;68
75600,10;62
75900,10;71
76200,10;61
76500,10;53
76800,10;51
77100,10;80
77400,10;56
77700,10;72
78000,10;53
78300,10;49
78600,10;46
78900,10;62
79200,10;77
79500,10;63
79800,10;64
80100,10;73
80400,10;59
80700,10;57
81000,10;67
81300,10;47
81600,10;54
81900,10;56
82200,10;87
82500,10;57
82800,10;53
83100,10;65
83400,10;50
83700,10;57
84000,10;53
84300,10;70
84600,10;53
84900,10;55
85200,10;54
85500,10;60
85800,10;56
86100,10;66
