time;num_of_active_hosts_new
300,10;800
600,10;134
900,10;67
1200,10;67
1500,10;61
1800,10;66
2100,10;63
2400,10;61
2700,10;59
3000,10;61
3300,10;56
3600,10;60
3900,10;57
4200,10;68
4500,10;62
4800,10;60
5100,10;57
5400,10;53
5700,10;55
6000,10;60
6300,10;59
6600,10;54
6900,10;57
7200,10;55
7500,10;66
7800,10;60
8100,10;59
8400,10;58
8700,10;54
9000,10;53
9300,10;62
9600,10;60
9900,10;56
10200,10;53
10500,10;55
10800,10;56
11100,10;49
11400,10;53
11700,10;63
12000,10;54
12300,10;54
12600,10;53
12900,10;51
13200,10;51
13500,10;53
13800,10;52
14100,10;53
14400,10;54
14700,10;62
15000,10;52
15300,10;53
15600,10;65
15900,10;51
16200,10;52
16500,10;52
16800,10;52
17100,10;53
17400,10;64
17700,10;56
18000,10;54
18300,10;53
18600,10;55
18900,10;54
19200,10;51
19500,10;62
19800,10;60
20100,10;54
20400,10;54
20700,10;51
21000,10;54
21300,10;55
21600,10;54
21900,10;57
22200,10;50
22500,10;62
22800,10;60
23100,10;56
23400,10;51
23700,10;65
24000,10;58
24300,10;55
24600,10;59
24900,10;55
25200,10;58
25500,10;55
25800,10;51
26100,10;56
26400,10;55
26700,10;52
27000,10;55
27300,10;54
27600,10;58
27900,10;50
28200,10;52
28500,10;69
28800,10;60
29100,10;56
29400,10;56
29700,10;53
30000,10;51
30300,10;59
30600,10;57
30900,10;53
31200,10;53
31500,10;53
31800,10;48
32100,10;60
32400,10;56
32700,10;64
33000,10;56
33300,10;56
33600,10;58
33900,10;56
34200,10;55
34500,10;49
34800,10;55
35100,10;55
35400,10;54
35700,10;54
36000,10;65
36300,10;53
36600,10;50
36900,10;53
37200,10;55
37500,10;55
37800,10;54
38100,10;56
38400,10;55
38700,10;54
39000,10;54
39300,10;55
39600,10;56
39900,10;54
40200,10;55
40500,10;60
40800,10;58
41100,10;56
41400,10;62
41700,10;53
42000,10;64
42300,10;58
42600,10;55
42900,10;51
43200,10;56
43500,10;55
43800,10;54
44100,10;55
44400,10;54
44700,10;53
45000,10;52
45300,10;60
45600,10;55
45900,10;55
46200,10;57
46500,10;54
46800,10;57
47100,10;54
47400,10;62
47700,10;56
48000,10;56
48300,10;55
48600,10;57
48900,10;59
49200,10;54
49500,10;53
49800,10;65
50100,10;59
50400,10;56
50700,10;58
51000,10;51
51300,10;62
51600,10;55
51900,10;54
52200,10;54
52500,10;59
52800,10;53
53100,10;60
53400,10;56
53700,10;55
54000,10;59
54300,10;57
54600,10;64
54900,10;56
55200,10;55
55500,10;54
55800,10;57
56100,10;54
56400,10;56
56700,10;56
57000,10;52
57300,10;57
57600,10;53
57900,10;56
58200,10;56
58500,10;56
58800,10;55
59100,10;52
59400,10;50
59700,10;55
60000,10;54
60300,10;52
60600,10;54
60900,10;57
61200,10;52
61500,10;52
61800,10;55
62100,10;53
62400,10;54
62700,10;54
63000,10;54
63300,10;53
63600,10;56
63900,10;49
64200,10;50
64500,10;62
64800,10;51
65100,10;51
65400,10;58
65700,10;52
66000,10;50
66300,10;49
66600,10;61
66900,10;48
67200,10;46
67500,10;53
67800,10;51
68100,10;50
68400,10;50
68700,10;49
69000,10;58
69300,10;50
69600,10;50
69900,10;48
70200,10;47
70500,10;47
70800,10;54
71100,10;49
71400,10;55
71700,10;48
72000,10;52
72300,10;48
72600,10;54
72900,10;50
73200,10;43
73500,10;55
73800,10;53
74100,10;50
74400,10;48
74700,10;47
75000,10;47
75300,10;49
75600,10;48
75900,10;50
76200,10;48
76500,10;44
76800,10;41
77100,10;121
77400,10;40
77700,10;76
78000,10;45
78300,10;46
78600,10;42
78900,10;56
79200,10;50
79500,10;46
79800,10;44
80100,10;44
80400,10;44
80700,10;43
81000,10;46
81300,10;44
81600,10;42
81900,10;47
82200,10;58
82500,10;41
82800,10;43
83100,10;50
83400,10;46
83700,10;51
84000,10;44
84300,10;43
84600,10;40
84900,10;44
85200,10;43
85500,10;51
85800,10;44
86100,10;51
