time;num_of_active_hosts_new
300,10;800
600,10;134
900,10;67
1200,10;129
1500,10;156
1800,10;230
2100,10;195
2400,10;125
2700,10;169
3000,10;189
3300,10;124
3600,10;211
3900,10;138
4200,10;219
4500,10;120
4800,10;186
5100,10;93
5400,10;115
5700,10;160
6000,10;155
6300,10;150
6600,10;115
6900,10;114
7200,10;118
7500,10;192
7800,10;151
8100,10;137
8400,10;88
8700,10;120
9000,10;86
9300,10;178
9600,10;110
9900,10;107
10200,10;125
10500,10;133
10800,10;133
11100,10;83
11400,10;185
11700,10;129
12000,10;84
12300,10;119
12600,10;113
12900,10;107
13200,10;142
13500,10;120
13800,10;90
14100,10;135
14400,10;110
14700,10;138
15000,10;126
15300,10;92
15600,10;159
15900,10;55
16200,10;129
16500,10;173
16800,10;70
17100,10;156
17400,10;127
17700,10;82
18000,10;129
18300,10;114
18600,10;102
18900,10;119
19200,10;82
19500,10;144
19800,10;162
20100,10;95
20400,10;129
20700,10;94
21000,10;165
21300,10;106
21600,10;86
21900,10;161
22200,10;64
22500,10;132
22800,10;162
23100,10;107
23400,10;83
23700,10;186
24000,10;79
24300,10;138
24600,10;108
24900,10;91
25200,10;127
25500,10;139
25800,10;126
26100,10;80
26400,10;190
26700,10;88
27000,10;93
27300,10;130
27600,10;126
27900,10;97
28200,10;104
28500,10;171
28800,10;96
29100,10;111
29400,10;73
29700,10;131
30000,10;121
30300,10;118
30600,10;115
30900,10;108
31200,10;133
31500,10;116
31800,10;82
32100,10;172
32400,10;92
32700,10;119
33000,10;100
33300,10;136
33600,10;108
33900,10;137
34200,10;81
34500,10;82
34800,10;134
35100,10;112
35400,10;112
35700,10;91
36000,10;160
36300,10;72
36600,10;80
36900,10;127
37200,10;115
37500,10;121
37800,10;107
38100,10;99
38400,10;102
38700,10;95
39000,10;123
39300,10;125
39600,10;145
39900,10;73
40200,10;151
40500,10;114
40800,10;100
41100,10;121
41400,10;132
41700,10;96
42000,10;141
42300,10;94
42600,10;121
42900,10;83
43200,10;94
43500,10;124
43800,10;107
44100,10;123
44400,10;97
44700,10;100
45000,10;105
45300,10;147
45600,10;128
45900,10;99
46200,10;129
46500,10;86
46800,10;161
47100,10;86
47400,10;137
47700,10;104
48000,10;121
48300,10;123
48600,10;108
48900,10;123
49200,10;75
49500,10;120
49800,10;141
50100,10;101
50400,10;79
50700,10;114
51000,10;86
51300,10;133
51600,10;95
51900,10;122
52200,10;82
52500,10;155
52800,10;90
53100,10;131
53400,10;102
53700,10;87
54000,10;119
54300,10;100
54600,10;110
54900,10;113
55200,10;120
55500,10;120
55800,10;127
56100,10;111
56400,10;115
56700,10;132
57000,10;71
57300,10;113
57600,10;88
57900,10;121
58200,10;115
58500,10;101
58800,10;107
59100,10;106
59400,10;90
59700,10;109
60000,10;99
60300,10;134
60600,10;92
60900,10;105
61200,10;99
61500,10;112
61800,10;112
62100,10;136
62400,10;107
62700,10;96
63000,10;95
63300,10;124
63600,10;78
63900,10;101
64200,10;80
64500,10;129
64800,10;108
65100,10;91
65400,10;121
65700,10;99
66000,10;101
66300,10;110
66600,10;127
66900,10;72
67200,10;86
67500,10;120
67800,10;138
68100,10;76
68400,10;108
68700,10;109
69000,10;127
69300,10;98
69600,10;92
69900,10;99
70200,10;97
70500,10;96
70800,10;150
71100,10;70
71400,10;127
71700,10;74
72000,10;123
72300,10;76
72600,10;158
72900,10;96
73200,10;62
73500,10;112
73800,10;105
74100,10;107
74400,10;92
74700,10;93
75000,10;101
75300,10;107
75600,10;110
75900,10;143
76200,10;65
76500,10;86
76800,10;79
77100,10;204
77400,10;54
77700,10;107
78000,10;54
78300,10;164
78600,10;67
78900,10;74
79200,10;116
79500,10;71
79800,10;100
80100,10;101
80400,10;93
80700,10;118
81000,10;120
81300,10;74
81600,10;84
81900,10;121
82200,10;137
82500,10;54
82800,10;79
83100,10;143
83400,10;66
83700,10;130
84000,10;78
84300,10;93
84600,10;70
84900,10;80
85200,10;97
85500,10;122
85800,10;74
86100,10;118
