time;num_of_active_hosts_new
300,10;800
600,10;54
900,10;57
1200,10;60
1500,10;58
1800,10;60
2100,10;57
2400,10;57
2700,10;55
3000,10;57
3300,10;54
3600,10;56
3900,10;53
4200,10;56
4500,10;57
4800,10;55
5100,10;52
5400,10;52
5700,10;53
6000,10;54
6300,10;56
6600,10;51
6900,10;52
7200,10;50
7500,10;53
7800,10;52
8100,10;55
8400,10;52
8700,10;52
9000,10;49
9300,10;51
9600,10;54
9900,10;50
10200,10;49
10500,10;49
10800,10;50
11100,10;44
11400,10;48
11700,10;49
12000,10;46
12300,10;48
12600,10;48
12900,10;45
13200,10;45
13500,10;45
13800,10;46
14100,10;46
14400,10;48
14700,10;50
15000,10;46
15300,10;46
15600,10;51
15900,10;45
16200,10;44
16500,10;47
16800,10;48
17100,10;49
17400,10;50
17700,10;51
18000,10;51
18300,10;49
18600,10;49
18900,10;48
19200,10;46
19500,10;49
19800,10;54
20100,10;47
20400,10;47
20700,10;47
21000,10;48
21300,10;49
21600,10;47
21900,10;49
22200,10;45
22500,10;48
22800,10;49
23100,10;51
23400,10;47
23700,10;52
24000,10;50
24300,10;51
24600,10;52
24900,10;49
25200,10;50
25500,10;49
25800,10;48
26100,10;48
26400,10;50
26700,10;47
27000,10;49
27300,10;49
27600,10;49
27900,10;46
28200,10;49
28500,10;57
28800,10;52
29100,10;52
29400,10;47
29700,10;46
30000,10;47
30300,10;48
30600,10;51
30900,10;48
31200,10;48
31500,10;47
31800,10;43
32100,10;49
32400,10;48
32700,10;52
33000,10;48
33300,10;49
33600,10;48
33900,10;50
34200,10;47
34500,10;45
34800,10;48
35100,10;47
35400,10;48
35700,10;50
36000,10;51
36300,10;47
36600,10;46
36900,10;49
37200,10;50
37500,10;50
37800,10;48
38100,10;49
38400,10;50
38700,10;45
39000,10;48
39300,10;49
39600,10;50
39900,10;44
40200,10;47
40500,10;51
40800,10;49
41100,10;47
41400,10;48
41700,10;47
42000,10;50
42300,10;48
42600,10;47
42900,10;44
43200,10;47
43500,10;48
43800,10;47
44100,10;46
44400,10;46
44700,10;44
45000,10;45
45300,10;48
45600,10;49
45900,10;50
46200,10;49
46500,10;45
46800,10;50
47100,10;47
47400,10;48
47700,10;47
48000,10;48
48300,10;48
48600,10;50
48900,10;49
49200,10;46
49500,10;47
49800,10;49
50100,10;46
50400,10;45
50700,10;46
51000,10;45
51300,10;48
51600,10;47
51900,10;47
52200,10;46
52500,10;49
52800,10;46
53100,10;47
53400,10;46
53700,10;46
54000,10;49
54300,10;48
54600,10;49
54900,10;47
55200,10;51
55500,10;49
55800,10;49
56100,10;48
56400,10;49
56700,10;52
57000,10;45
57300,10;47
57600,10;47
57900,10;46
58200,10;48
58500,10;49
58800,10;47
59100,10;48
59400,10;46
59700,10;45
60000,10;46
60300,10;46
60600,10;49
60900,10;49
61200,10;46
61500,10;48
61800,10;47
62100,10;47
62400,10;46
62700,10;48
63000,10;47
63300,10;49
63600,10;46
63900,10;44
64200,10;44
64500,10;47
64800,10;45
65100,10;44
65400,10;47
65700,10;46
66000,10;45
66300,10;46
66600,10;46
66900,10;42
67200,10;40
67500,10;42
67800,10;45
68100,10;44
68400,10;44
68700,10;43
69000,10;44
69300,10;39
69600,10;40
69900,10;39
70200,10;40
70500,10;39
70800,10;42
71100,10;42
71400,10;44
71700,10;44
72000,10;42
72300,10;40
72600,10;42
72900,10;42
73200,10;40
73500,10;42
73800,10;44
74100,10;44
74400,10;41
74700,10;42
75000,10;42
75300,10;41
75600,10;40
75900,10;43
76200,10;41
76500,10;37
76800,10;37
77100,10;42
77400,10;36
77700,10;41
78000,10;38
78300,10;38
78600,10;37
78900,10;38
79200,10;40
79500,10;39
79800,10;40
80100,10;41
80400,10;38
80700,10;39
81000,10;41
81300,10;39
81600,10;37
81900,10;39
82200,10;43
82500,10;37
82800,10;37
83100,10;39
83400,10;38
83700,10;39
84000,10;39
84300,10;36
84600,10;35
84900,10;37
85200,10;37
85500,10;41
85800,10;37
86100,10;38
