time;num_of_active_hosts_new
300,10;800
600,10;434
900,10;294
1200,10;216
1500,10;170
1800,10;140
2100,10;118
2400,10;102
2700,10;87
3000,10;78
3300,10;73
3600,10;63
3900,10;58
4200,10;58
4500,10;54
4800,10;55
5100,10;52
5400,10;52
5700,10;52
6000,10;53
6300,10;57
6600,10;52
6900,10;54
7200,10;49
7500,10;57
7800,10;54
8100,10;58
8400,10;53
8700,10;53
9000,10;53
9300,10;64
9600,10;54
9900,10;49
10200,10;52
10500,10;55
10800,10;53
11100,10;44
11400,10;59
11700,10;54
12000,10;49
12300,10;64
12600,10;51
12900,10;50
13200,10;49
13500,10;49
13800,10;52
14100,10;50
14400,10;57
14700,10;55
15000,10;50
15300,10;51
15600,10;64
15900,10;44
16200,10;69
16500,10;55
16800,10;49
17100,10;57
17400,10;55
17700,10;49
18000,10;56
18300,10;51
18600,10;52
18900,10;56
19200,10;49
19500,10;52
19800,10;61
20100,10;49
20400,10;55
20700,10;50
21000,10;61
21300,10;54
21600,10;50
21900,10;70
22200,10;51
22500,10;58
22800,10;55
23100,10;55
23400,10;48
23700,10;69
24000,10;53
24300,10;59
24600,10;57
24900,10;58
25200,10;56
25500,10;55
25800,10;53
26100,10;50
26400,10;81
26700,10;56
27000,10;54
27300,10;51
27600,10;61
27900,10;50
28200,10;55
28500,10;69
28800,10;57
29100,10;55
29400,10;51
29700,10;54
30000,10;53
30300,10;61
30600,10;55
30900,10;53
31200,10;55
31500,10;51
31800,10;48
32100,10;93
32400,10;63
32700,10;55
33000,10;53
33300,10;55
33600,10;59
33900,10;54
34200,10;54
34500,10;50
34800,10;60
35100,10;49
35400,10;55
35700,10;50
36000,10;61
36300,10;49
36600,10;53
36900,10;59
37200,10;51
37500,10;57
37800,10;52
38100,10;53
38400,10;52
38700,10;52
39000,10;55
39300,10;51
39600,10;57
39900,10;49
40200,10;61
40500,10;53
40800,10;53
41100,10;54
41400,10;59
41700,10;50
42000,10;66
42300,10;55
42600,10;60
42900,10;52
43200,10;57
43500,10;54
43800,10;49
44100,10;52
44400,10;48
44700,10;57
45000,10;52
45300,10;62
45600,10;53
45900,10;65
46200,10;55
46500,10;51
46800,10;62
47100,10;52
47400,10;57
47700,10;53
48000,10;61
48300,10;51
48600,10;59
48900,10;60
49200,10;49
49500,10;64
49800,10;55
50100,10;53
50400,10;54
50700,10;54
51000,10;51
51300,10;56
51600,10;50
51900,10;66
52200,10;55
52500,10;62
52800,10;50
53100,10;70
53400,10;55
53700,10;52
54000,10;57
54300,10;54
54600,10;60
54900,10;51
55200,10;59
55500,10;54
55800,10;56
56100,10;55
56400,10;52
56700,10;60
57000,10;49
57300,10;58
57600,10;49
57900,10;54
58200,10;53
58500,10;55
58800,10;54
59100,10;55
59400,10;50
59700,10;52
60000,10;51
60300,10;50
60600,10;54
60900,10;54
61200,10;51
61500,10;55
61800,10;52
62100,10;53
62400,10;50
62700,10;56
63000,10;47
63300,10;61
63600,10;51
63900,10;52
64200,10;51
64500,10;62
64800,10;52
65100,10;52
65400,10;62
65700,10;52
66000,10;55
66300,10;49
66600,10;65
66900,10;48
67200,10;43
67500,10;56
67800,10;51
68100,10;51
68400,10;47
68700,10;51
69000,10;55
69300,10;46
69600,10;57
69900,10;49
70200,10;44
70500,10;53
70800,10;48
71100,10;47
71400,10;52
71700,10;46
72000,10;56
72300,10;46
72600,10;50
72900,10;46
73200,10;44
73500,10;60
73800,10;53
74100,10;49
74400,10;49
74700,10;45
75000,10;47
75300,10;48
75600,10;47
75900,10;56
76200,10;42
76500,10;42
76800,10;41
77100,10;56
77400,10;43
77700,10;65
78000,10;43
78300,10;48
78600,10;38
78900,10;57
79200,10;48
79500,10;42
79800,10;50
80100,10;45
80400,10;46
80700,10;46
81000,10;49
81300,10;40
81600,10;48
81900,10;44
82200,10;69
82500,10;46
82800,10;42
83100,10;50
83400,10;42
83700,10;71
84000,10;51
84300,10;43
84600,10;38
84900,10;48
85200,10;42
85500,10;50
85800,10;41
86100,10;48
